nombre,categoria,rating,reviews,horario,direccion,ciudad,provincia,web,telefono,mapa,imagen,reseña
La Crepería Madrid,Heladería,"4,5",214,"lunes, De 9:00 a 13:00, De 16:00 a 21:00; martes, De 9:00 a 13:00, De 16:00 a 21:00; miércoles, De 9:00 a 13:00, De 16:00 a 21:00; jueves, De 9:00 a 13:00, De 16:00 a 21:00; viernes, De 9:00 a 13:00, De 16:00 a 21:00; sábado, De 10:00 a 22:00; domingo, De 10:00 a 21:00","Carr. de Canillas, 136, Hortaleza, 28043 Madrid",Madrid,Madrid,,625 59 80 78,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3035.4629807977617!2d-3.6449341032104496!3d40.4650214!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd422fdda3ae4c57%3A0xe234a1179161b3ac!2sLa%20Creper%C3%ADa%20Madrid!5e0!3m2!1ses!2ses!4v1748728952344!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4not4ZoEw9JEfcx29P_hphAYiJ-OCHU6-xO-r3bTwbK-BWqtS_H_E4KR7JpHdZMewB6e_esTTmTxWQkSZG6Hyc3JOR9vgM6xvP8E4u01dzKiPdRTjaVC1LmVM7iBc614XkegC0c=w408-h320-k-no,"La Crepería Madrid, ubicado en Madrid, destaca según sus visitantes por comentarios como: Este desayuno es el más rico de madrid!! Nos atendieron con mucha amabilidad, el café estaba delicioso. Voy a volver a probar el resto de las cosas q se ven super bien!!! Y re buen precio!!."
La Creperie Easycrep,Crepería,4,2364,"lunes, De 13:15 a 16:15, De 19:30 a 23:30; martes, De 13:15 a 16:15, De 19:30 a 23:30; miércoles, De 13:15 a 16:15, De 19:30 a 23:30; jueves, De 13:15 a 16:15, De 19:30 a 23:30; viernes, De 13:15 a 16:15, De 19:30 a 24:00; sábado, De 13:15 a 24:00; domingo, De 13:15 a 23:30","P.º del Pintor Rosales, 28, Moncloa - Aravaca, 28008 Madrid",Madrid,Madrid,http://www.lacreperie-easycrep.es/,915 48 23 58,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.18687204682!2d-3.7241077032104495!3d40.426860800000014!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42286c6c3c9be1%3A0x6c46087685383325!2sLa%20Creperie%20Easycrep!5e0!3m2!1ses!2ses!4v1748728934096!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqzop_f7WMpANEtOMjBjycVaDjxxzHFDm1a8Mtga5Sq_2mbVmOtdly8B3_lUEhNQwScFhulTvy7pAUb5WcyGXv3FFXfzw_dfsnbNk6dMoJKXdVZ1eKncUd4bjhlKOThgp2XN6Rn=w408-h544-k-no,"La Creperie Easycrep, ubicado en Madrid, destaca según sus visitantes por comentarios como: Qué maravilla de crepes y de terraza😍 🍽️🍽️ Hemos disfrutado de un maravilloso día en su terraza, solecito y crepes ❤️ Probamos 3 crepes salados:…."
La Minoterie,Restaurante francés,"4,6",881,"lunes, Cerrado; martes, Cerrado; miércoles, De 20:00 a 24:00; jueves, De 20:00 a 24:00; viernes, De 13:00 a 17:00, De 20:00 a 0:30; sábado, De 13:00 a 17:00, De 20:00 a 0:30; domingo, De 13:00 a 17:00","C. de la Encomienda, 23, Centro, 28012 Madrid",Madrid,Madrid,https://laminoterie.es/,910 25 42 02,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.925620367013!2d-3.711044303210449!3d40.4104985!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4227d5b3e15dcb%3A0x6bf449fef12215de!2sLa%20Minoterie!5e0!3m2!1ses!2ses!4v1748728943625!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBUKVQlpXo_JCfASqMcdHSY4ZuAnnScshrb40NJNpkiBhmjV_XTD3_WbwrDmZyJHacOPqojma0T-ctR-xWXrCGXUjBA1UoHA3zfPSJsaXycXLBVzUYOP1bPJKx5VSCpjal7Zh0=w408-h306-k-no,"La Minoterie, ubicado en Madrid, destaca según sus visitantes por comentarios como: Restaurante pequeñito pero muy auténtico. El personal de origen francés es amable y atento el único PERO que les podría, es la lentitud. Tardamos  2 horas en comer 6 personas. Volvería pero sin tener…."
Mademoiselle,Crepería,"4,6",435,"lunes, De 13:00 a 16:00, De 20:00 a 23:00; martes, De 13:00 a 16:00, De 20:00 a 23:00; miércoles, De 13:00 a 16:00, De 20:00 a 23:00; jueves, De 13:00 a 16:00, De 20:00 a 23:00; viernes, De 13:15 a 16:30, De 19:45 a 24:00; sábado, De 13:00 a 24:00; domingo, De 13:15 a 17:00","C. de San Bernardo, 120, Chamberí, 28015 Madrid",Madrid,Madrid,http://www.mademoiselle.es/,910 18 99 66,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3036.9570606736256!2d-3.709507703210449!3d40.43194970000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4229c97491d94b%3A0x30df05b800b0c2e5!2sMademoiselle!5e0!3m2!1ses!2ses!4v1748728909330!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3MqLMk5hJtHyWlnJ95p4umh-IsKKMaAyGYzP9PxeUd1O0mNGU3S4DZr8BSqYRjjEbGfIAT_4eqb_Od1jqLH-u_0fwOhCp_AbTHzogiwnNqKWBOEbUoJ6Xla3G_bPW2D0ZhaUp=w408-h306-k-no,"Mademoiselle, ubicado en Madrid, destaca según sus visitantes por comentarios como: Fuimos a comer ayer y estuvo muy bien. Muy buen trato de los dueños ya que tuvimos que modificar reserva y no nos pusieron ningún problema. Pedimos una ensalada para compartir y un plato cada uno con bebida. Ambiente relajado. Disponen de terraza en la calle.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Mimi’s Crêperie,Crepería,"4,5",3661,"lunes, De 8:30 a 22:30; martes, De 8:30 a 22:30; miércoles, De 8:30 a 22:30; jueves, De 8:30 a 22:30; viernes, De 8:30 a 24:00; sábado, De 8:30 a 24:00; domingo, De 8:30 a 22:30","C. de Postas, 17, Centro, 28012 Madrid",Madrid,Madrid,https://www.instagram.com/themimiscafe/,915 23 55 66,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.689759640146!2d-3.7109272032104497!3d40.41572310000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42287ee489c767%3A0x3652b431431e6e3d!2zTWltaeKAmXMgQ3LDqnBlcmll!5e0!3m2!1ses!2ses!4v1748728848713!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq0MlgWLjwT4eO3qDmOIPuFq8tuTOF-KKqnY0iOdKE4eeRXti3xfTVsSRQbE8ewgD6h0RL6UDyWCLCR-Aq8HpJZNYG2jrrUVCMFx0M20RGp0k2EuItdMCYEDjkv2B-BxueQNTAu=w408-h306-k-no,"Mimi’s Crêperie, ubicado en Madrid, destaca según sus visitantes por comentarios como: Lugar muy bonito y acogedor con una carta muy variada de desayunos y platos combinados muy ricos y con presentación bonita. El lugar está muy bonito decorado, el servicio es muy atento, amable y profesional y las comandas salen muy rápido.…."
Mistura Ice Cream,Heladería,"4,4",873,"lunes, De 13:00 a 24:00; martes, De 13:00 a 24:00; miércoles, De 13:00 a 24:00; jueves, De 13:00 a 24:00; viernes, De 10:00 a 1:00; sábado, De 10:00 a 1:00; domingo, De 10:00 a 24:00","Calle de Cdad. Rodrigo, 6, Centro, 28012 Madrid",Madrid,Madrid,http://misturaicecream.com/,810 52 46 41,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.6851998205143!2d-3.713237103210449!3d40.41582410000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4228792fb782bd%3A0x396e61eb10e3e158!2sMistura%20Ice%20Cream!5e0!3m2!1ses!2ses!4v1748728962407!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipOnicJFO_cODl5L44dNveOn-OCPojFJtuvbUn2C=w408-h271-k-no,"Mistura Ice Cream, ubicado en Madrid, destaca según sus visitantes por comentarios como: Pedimos unos batidos y un zumo para llevar. La chica que nos atendió nos dio muy buenas recomendaciones y fue muy amable. Los batidos de helado estaban deliciosos.."
Mistura Ice Cream,Heladería,"4,4",1516,"lunes, De 12:00 a 24:00; martes, De 12:00 a 24:00; miércoles, De 12:00 a 24:00; jueves, De 12:00 a 24:00; viernes, De 12:00 a 1:00; sábado, De 12:00 a 1:00; domingo, De 12:00 a 24:00","C. de Augusto Figueroa, 5, Centro, 28004 Madrid",Madrid,Madrid,http://misturaicecream.com/,917 55 63 91,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.36015065871!2d-3.704856703210449!3d40.42302339999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4228862bb69633%3A0x6129fbc6492deb58!2sMistura%20Ice%20Cream!5e0!3m2!1ses!2ses!4v1748728983390!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipNjVO_Et8wtR2lSNZ3jwwRxDSVYXmguZTpTdBFQ=w408-h408-k-no,"Mistura Ice Cream, ubicado en Madrid, destaca según sus visitantes por comentarios como: Todo fueron muy amables. Pedimos un gofre de chocolate y crepes con helado muy buenas. Además, nos dieron a probar unas mini tortitas. Muy recomendado para una merienda con amigos o en familia.."
Prep&apos; La Crêpe Génova,Crepería,"4,6",4697,"lunes, De 11:30 a 24:00; martes, De 11:30 a 24:00; miércoles, De 11:30 a 24:00; jueves, De 11:30 a 24:00; viernes, De 11:30 a 1:00; sábado, De 11:30 a 1:00; domingo, De 11:30 a 24:00","Calle de Génova, 25, Chamberí, 28004 Madrid",Madrid,Madrid,https://preplacrepe.com/,915 29 56 00,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.2135325710124!2d-3.697302103210449!3d40.4262704!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4229ce887f5cf1%3A0x764104b6c9984842!2sPrep&#39;%20La%20Cr%C3%AApe%20G%C3%A9nova!5e0!3m2!1ses!2ses!4v1748728838701!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnKUbMpUEmKx7GdOnQqCcqMECUhFACWBJGa8PjDs0Az72X8SSfGE_NjT-0Nuu4wBo2FBwaAFsHqiSVcTJXCb1x9i8JgVK-hZQ60op-GE6YjqoES_t362FTrNeTc2PUQldeT5UTSg=w408-h306-k-no,"Prep&apos; La Crêpe Génova, ubicado en Madrid, destaca según sus visitantes por comentarios como: El mejor crêpe que comí. Me pedí el gourmet de setas con jamón y fue espectacular. La atención excelente y el sitio súper acogedor.  Recomendado 100%, volveré para probar uno dulce.."
Ty Bretón - Crepería rápida,Crepería,"4,9",61,"lunes, De 13:00 a 16:00, De 19:00 a 22:00; martes, De 13:00 a 16:00, De 19:00 a 22:00; miércoles, De 13:00 a 16:00, De 19:00 a 22:00; jueves, De 13:00 a 16:00, De 19:00 a 23:00; viernes, De 13:00 a 16:00, De 19:00 a 23:00; sábado, De 13:00 a 16:00, De 19:00 a 22:00; domingo, Cerrado","C. de Maudes, 52, Chamberí, 28003 Madrid",Madrid,Madrid,,623 96 18 50,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3036.3662213909274!2d-3.7022683032104493!3d40.445030700000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4229c52c76c6ed%3A0xda1e499f287d0ba5!2zVHkgQnJldMOzbiAtIENyZXBlcsOtYSByw6FwaWRh!5e0!3m2!1ses!2ses!4v1748728974297!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrz2Zn6h5Btx5SvL32rsDn9vTWTNeTDTSdVI3-nyrlLcoBoB69ZHLI2BTY_6gBWFaYTrve7epkepPGOkrKJ9zcGpp1l2LM1_QBQaTEnTYSdezP2bf9In0fuUSbUidV9mOfClDjjhQ=w408-h544-k-no,"Ty Bretón - Crepería rápida, ubicado en Madrid, destaca según sus visitantes por comentarios como: Las crepes de sarraceno son excelentes! Les recomiendo la Ibérica con chorizo. El local es nuevo en el barrio, es ideal, buenísimo, barato y muy práctico!."
Crepería Cafetería Volare,Crepería,"4,8",389,"lunes, Cerrado; martes, De 18:00 a 24:00; miércoles, De 18:00 a 24:00; jueves, De 18:00 a 24:00; viernes, De 18:00 a 24:00; sábado, De 14:00 a 24:00; domingo, De 18:00 a 23:30","P.º del Dr. Torres Villarroel, 37, 37006 Salamanca",Salamanca,Salamanca,,923 05 29 50,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3012.381370383778!2d-5.668010203210449!3d40.973129199999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3f2619a38f8fc7%3A0x56ef15744f55e56d!2sCreper%C3%ADa%20Cafeter%C3%ADa%20Volare!5e0!3m2!1ses!2ses!4v1748726929017!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipN32KjgXZdZSCJ-tjTyREi7r2KZHRR2cE6cI3_x=w426-h240-k-no,"Crepería Cafetería Volare, ubicado en Salamanca, destaca según sus visitantes por comentarios como: Muy amables. Muy buenos creps y goofres. Hay infusiones Montecello. Están situados en frente de los Cines Van Dyck ( los grandes).."
Crepería Cordon Bleu,Crepería,"4,5",391,"lunes, Cerrado; martes, Cerrado; miércoles, De 13:30 a 16:30, De 20:00 a 23:00; jueves, De 13:30 a 16:30, De 20:00 a 23:00; viernes, De 13:30 a 16:30, De 20:00 a 23:00; sábado, De 13:30 a 16:30, De 20:00 a 23:00; domingo, De 13:30 a 16:30, De 20:00 a 23:00","C. Doctrinos, 8, 37002 Salamanca",Salamanca,Salamanca,,722 56 96 78,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3012.7624240538003!2d-5.671077603210449!3d40.964783100000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3f2615f302f589%3A0x4a2a4ce0d5ffeba2!2sCreper%C3%ADa%20Cordon%20Bleu!5e0!3m2!1ses!2ses!4v1748726945079!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipM9c7u_QV9vvu5GLJ_g7H739J3VgervLOvVuNAP=w408-h271-k-no,"Crepería Cordon Bleu, ubicado en Salamanca, destaca según sus visitantes por comentarios como: Buscábamos un sitio para tomar algo dulce en Salamanca, y buscando en Internet dimos con este lugar. Es cierto que al pasar quizá la pinta del local no se lo que más llame la atención,  pero nos quedamos y fue todo un acierto. Los crepes son realmente grandes y están buenisimos, y la atención del dueño es inmejorable. Si buscáis un sitio donde tomar crepes dulces o salados, no dudéis en parar aquí.."
Crepería Mimos Salamanca,Crepería,"4,5",576,"lunes, De 17:00 a 23:30; martes, Cerrado; miércoles, De 17:00 a 23:30; jueves, De 17:00 a 23:30; viernes, De 17:00 a 23:50; sábado, De 16:00 a 23:50; domingo, De 16:00 a 23:30","C. Espoz y Mina, 38, 37002 Salamanca",Salamanca,Salamanca,,647 01 31 71,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3012.7426517984986!2d-5.67022450321044!3d40.96521620000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3f2615c2c2b65f%3A0x7c7f6fef182afd2c!2sCreper%C3%ADa%20Mimos%20Salamanca!5e0!3m2!1ses!2ses!4v1748726921337!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no5qbaLm1CIC6_WvC4ukWudPJWpQ6ykyNhWgf6Hf0pq-eUKDCfuzy3Q2QwoPmbBEbAidBEeJ3PthDBgynwkQZkNVM6Pjq0WHzzH60107r3Md7wF9uzJbP769TPggSbzy1uM8q4s=w408-h544-k-no,"Crepería Mimos Salamanca, ubicado en Salamanca, destaca según sus visitantes por comentarios como: Sitio pequeño pero acogedor. Tenían mucho trabajo y nos avisaron de la espera, correcto. Muy simpáticos. Pedimos un poco de todo (fuimos 6) y todos acabamos contentos con la comida y el servicio)."
Restaurante Le Petit Prince,Crepería,"4,2",843,"lunes, De 9:00 a 24:00; martes, De 9:00 a 24:00; miércoles, De 9:00 a 24:00; jueves, De 9:00 a 24:00; viernes, De 9:00 a 2:30; sábado, De 9:00 a 2:30; domingo, Cerrado","Av. de Portugal, 79, 37005 Salamanca",Salamanca,Salamanca,https://cervecerialepetitprince.es/,923 61 51 58,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3012.381370383778!2d-5.668010203210449!3d40.973129199999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3f261a0c925217%3A0x67444863d1633f47!2sRestaurante%20Le%20Petit%20Prince!5e0!3m2!1ses!2ses!4v1748726936985!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipON8JWUVhDFjfljNv2MwKOYaKioKLWNWM8RfgD7=w408-h612-k-no,"Restaurante Le Petit Prince, ubicado en Salamanca, destaca según sus visitantes por comentarios como: Primera vez que voy y no será la última. Las Tostas gran tamaño y calidad (por unos 3€). El crepe probamos el de bechamel con huevo y estaba espectacular de bueno. Buena atención del personal. Repetiremos sin dudas, 5 estrellas!!!🌟🥰…."
Segofre,,"4,6",366,"lunes, De 9:30 a 14:00, De 16:30 a 22:00; martes, De 9:30 a 14:00, De 16:30 a 22:00; miércoles, De 9:30 a 14:00; jueves, De 9:30 a 14:00; viernes, De 9:30 a 23:00; sábado, De 9:30 a 23:00; domingo, De 16:00 a 22:00","C/ San Francisco, 48, 40001 Segovia",Segovia,Segovia,http://www.segofre.es/,625 17 89 86,,https://lh3.googleusercontent.com/p/AF1QipNave18cGwbfYLoU41t2ga77-aNacLmNqZTPN_p=w408-h544-k-no,"Segofre, en Segovia, todavía no cuenta con suficientes opiniones para valorar la experiencia. Un lugar pendiente de descubrir."
Restaurante Lilot,,"4,7",1263,"lunes, De 13:00 a 17:00, De 19:00 a 24:00; martes, De 13:00 a 17:00, De 19:00 a 24:00; miércoles, De 13:00 a 17:00, De 19:00 a 24:00; jueves, De 13:00 a 17:00, De 19:00 a 24:00; viernes, De 13:00 a 17:00, De 19:00 a 24:00; sábado, De 13:00 a 17:00, De 19:00 a 24:00; domingo, De 13:00 a 17:00, De 19:00 a 24:00","C. Fueros de Soria, 12, 42003 Soria",Soria,Soria,https://acortar.link/hIpWMg,651 49 53 17,,https://lh3.googleusercontent.com/p/AF1QipN4YzRv5UIoFRMKb7AAk5kKAIWHW2IOfhhU2XOa=w900-h240-k-no,"Restaurante Lilot, en Soria, todavía no cuenta con suficientes opiniones para valorar la experiencia. Un lugar pendiente de descubrir."
Crepería Mamie Guellec,Crepería,"4,9",586,"lunes, Cerrado; martes, Cerrado; miércoles, De 20:00 a 23:00; jueves, De 13:00 a 16:00, De 20:00 a 23:00; viernes, De 13:00 a 16:00, De 20:00 a 23:30; sábado, De 13:00 a 16:00, De 20:00 a 23:30; domingo, De 13:00 a 16:00, De 20:00 a 23:00","C/ de St. Josep de Calassanç, 20, Extramurs, 46008 València, Valencia",Valencia,Valencia,,689 62 79 55,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3080.0810123768842!2d-0.38818340321046085!3d39.46749850000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd604f9fd76dd7e5%3A0xed720867fdea790e!2sCreper%C3%ADa%20Mamie%20Guellec!5e0!3m2!1ses!2ses!4v1748725242408!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npa3ZsxE-HbKvAAWylJl1maOB0lx0GdQ3DWCeNSKy6y6aIEwq90Rtd9n12D8nGjr6I1qQKOIcJ-bydhBF5QRhSARFRCtN1g4r8UTbaj9dSUPtgVbNemPPyv_9EqCVlcqeuW7ZO7=w408-h306-k-no,"Crepería Mamie Guellec, ubicado en Valencia, destaca según sus visitantes por comentarios como: Hemos ido un grupo de 6 amigas a comer y las galettes muy buenas, el mousse de la casa delicioso, las crêpes dulces también muy buenas. El cocinero es bretón y su mujer muy amable. Volveremos seguro.."
La Crepé &amp; Co,Crepería,"4,4",325,"lunes, De 8:00 a 21:00; martes, De 8:00 a 21:00; miércoles, De 8:00 a 21:00; jueves, De 8:00 a 21:00; viernes, De 8:00 a 21:00; sábado, De 8:00 a 21:00; domingo, De 8:00 a 21:00","Gran Vía de Ramón y Cajal, 47, Extramurs, 46007 Valencia",Valencia,Valencia,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3080.0810123768842!2d-0.38818340321046085!3d39.46749850000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd604f579f8d9b01%3A0xaaca825655e0b4ae!2zTGEgQ3JlcMOpICYgQ28!5e0!3m2!1ses!2ses!4v1748725234614!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_nv0uIOQNlhOA8CZLBaPfxQtMWeX3oklHQMgRPUVVdsjN2ROvc6ny4iJdGpDppPMeZ8aNq7BLISHLPwwM_b1N8fDZ72BQU5t0emRoKw0voLKsfV2of_awD8LncpDZony0ZDQ=w408-h306-k-no,"La Crepé &amp; Co, ubicado en Valencia, destaca según sus visitantes por comentarios como: Probamos el gofre de nutella y las tortitas de lotus, espectaculares, el Gofre crujiente y las tortitas suaves y con el toque caramelizada, servicio atento, volveremos!."
RESTAURANTE CREPERIE BRETONNE ANNAICK,Crepería,"4,5",1851,"lunes, De 13:00 a 16:00, De 19:45 a 23:00; martes, De 13:00 a 16:00, De 19:45 a 23:00; miércoles, De 13:00 a 16:00, De 19:45 a 23:00; jueves, De 13:00 a 16:00, De 19:45 a 23:00; viernes, De 13:00 a 16:00, De 19:45 a 23:00; sábado, De 13:00 a 23:00; domingo, De 13:00 a 23:00","Bordadores, 6, Ciutat Vella, 46001 Valencia",Valencia,Valencia,https://www.creperiebretonne.com/,963 15 35 24,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3079.735926320442!2d-0.3807885032104492!3d39.475294100000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd604f4d60ed3ca7%3A0x770e9dd8338985eb!2sRESTAURANTE%20CREPERIE%20BRETONNE%20ANNAICK!5e0!3m2!1ses!2ses!4v1748725250407!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no38ZOTRT1bmLMx90oQ9upAJ1OnS1uhAmCj5_0GF7szNWSpCBoBYp6rT_O73B8QnhWHVp-V0kiQg1C3Avimq948jT_MUIc1g_jkiAKma5TZb03cArt3jx-t1qrHHTAbpVOSgd3d=w408-h544-k-no,"RESTAURANTE CREPERIE BRETONNE ANNAICK, ubicado en Valencia, destaca según sus visitantes por comentarios como: Hemos ido a comer en familia y los cuatro salímos muy complacidos. Es un sitio con una decoración peculiar muy interesante. Las Gallets están de muerte. Un descubrimiento positivo de las maravillas culinarias se pueden hacer con trigo sarraceno. Sin duda ya está anotado en nuestra lista de restaurantes favoritos de nuestra espectacular ciudad: VALENCIA!."
